[10000, 0.030861899998853914, 0.01320809999924677, 0.027485900000101537, 0.022282899999481742]
[20000, 0.06775679999918793, 0.030898299999535084, 0.0661392000001797, 0.048693499998989864]
[30000, 0.1074730999989697, 0.04871149999962654, 0.0936610999997356, 0.08382210000127088]
[40000, 0.15994099999988975, 0.0704277999993792, 0.1345813999996608, 0.10659750000013446]
[50000, 0.20252090000030876, 0.09040379999896686, 0.17732839999916905, 0.1429535000006581]
[60000, 0.2363586999999825, 0.10810780000065279, 0.19390589999966323, 0.22263519999978598]
[70000, 0.28145500000027823, 0.14701679999961925, 0.23932280000008177, 0.1944008999998914]
[80000, 0.32094229999893287, 0.15266960000008112, 0.2829418000001169, 0.2328268000001117]
[90000, 0.3720358999999007, 0.17846169999938866, 0.30386019999968994, 0.27670930000022054]
[100000, 0.4122755000007601, 0.2096462999998039, 0.34335380000084115, 0.3030579999995098]
[200000, 0.9377984999991895, 0.5207044999988284, 0.7467709000011382, 0.7347454000009748]
[300000, 1.4859906000001502, 0.9763358000000153, 1.1478885999986232, 1.0846079000002646]
[400000, 2.140540799999144, 1.4818553000004613, 1.5716745999998238, 1.454866399999446]
[500000, 2.609022799999366, 2.212615399999777, 2.0178605999990396, 1.9373663999995188]
[600000, 3.2419963000011194, 2.8020520999998553, 2.398435299999619, 2.208984099999725]
[700000, 3.8556656000000658, 3.7309147999985726, 2.8502948000004835, 2.704425200001424]
[800000, 4.4919300000001385, 4.616606999999931, 3.277270699998553, 3.1648127999997087]
[900000, 5.120872600000439, 5.769808600000033, 3.765131600001041, 3.6835159000002022]
[1000000, 5.767340800000966, 6.928225899999234, 4.310014100001354, 4.329434900000706]
