[10000, 0.03098180000051798, 0.013359000000491505, 0.027328699999998207, 0.02232179999919026]
[20000, 0.06898680000085733, 0.03212279999934253, 0.058917700000165496, 0.04877620000115712]
[30000, 0.10711230000015348, 0.04693500000030326, 0.09194009999919217, 0.08455549999962386]
[40000, 0.1485221000002639, 0.07572390000132145, 0.12443890000031388, 0.10576899999978195]
[50000, 0.19687820000035572, 0.08492909999949916, 0.15867079999952693, 0.13900219999959518]
[60000, 0.2326928999991651, 0.10852589999922202, 0.1979456000008213, 0.1887685000001511]
[70000, 0.2951169999996637, 0.13079319999997097, 0.22984340000039083, 0.19132619999982126]
[80000, 0.3263654999991559, 0.168981700000586, 0.2708148000001529, 0.23087800000030256]
[90000, 0.37221949999911885, 0.18499050000173156, 0.318465100001049, 0.2655174999999872]
[100000, 0.4242616999999882, 0.21104860000014014, 0.3430748000009771, 0.3051376999992499]
[200000, 0.900771700000405, 0.536126000000877, 0.7310553999996046, 0.657048200000645]
[300000, 1.4236913999993703, 0.9643949000001157, 1.1259774000009202, 0.9998451999999816]
[400000, 2.006220299999768, 1.4612333999994007, 1.5379001000001153, 1.465009999999893]
[500000, 2.5975175999992643, 2.107165999999779, 1.9764398000006622, 1.9545725000007224]
[600000, 3.2109505999997054, 2.809922300000835, 2.4149282000016683, 2.2207147000008263]
[700000, 4.132045899999866, 3.8584506000006513, 2.9164872000001196, 2.716145399999732]
[800000, 4.4572319999988395, 4.636494600001242, 3.3435449000007793, 3.173567900001217]
[900000, 5.267207000000781, 5.762157900000602, 3.802941300000384, 3.7279660000003787]
[1000000, 5.80018679999921, 6.888001400000576, 4.262981199999558, 4.2240802999986045]
