[10000, 0.031368999998449, 0.013425200000710902, 0.027351200000339304, 0.022403499999199994]
[20000, 0.07017350000023725, 0.03169750000051863, 0.0590596000001824, 0.0490444999995816]
[30000, 0.10937100000046485, 0.049820799998997245, 0.09382240000013553, 0.08686570000099891]
[40000, 0.14906560000054014, 0.06615710000005492, 0.12821509999957925, 0.10516549999920244]
[50000, 0.1950386000007711, 0.09148189999905298, 0.16145529999994324, 0.14088690000062343]
[60000, 0.23445089999950142, 0.11286749999999302, 0.1987652000007074, 0.17992210000011255]
[70000, 0.27953709999928833, 0.1294759000011254, 0.23307519999980286, 0.2083690999988903]
[80000, 0.35965679999935674, 0.16611679999914486, 0.27945120000003953, 0.24946190000082424]
[90000, 0.38289369999984046, 0.18453460000091582, 0.308898199999021, 0.26529130000017176]
[100000, 0.43225879999954486, 0.24071290000028966, 0.3564585000003717, 0.32973069999934523]
[200000, 0.9748571999989508, 0.5392643000013777, 0.7351832000003924, 0.6732730999992782]
[300000, 1.5326313999994454, 0.9653091000000131, 1.1698632999996335, 1.1516621000009764]
[400000, 2.2686402999988786, 1.4852719000009529, 1.5426790000001347, 1.510235300000204]
[500000, 2.686879900000349, 2.1400197000002663, 2.0976408000005904, 1.9896121000001585]
[600000, 3.376443499999368, 2.854772700000467, 2.436275199999727, 2.265906200000245]
[700000, 3.8855939999994007, 3.6601161000016873, 2.8965468000005785, 2.7176958000000013]
[800000, 4.4990859999998065, 4.641112999999677, 3.355635700001585, 3.2044955999990634]
[900000, 5.264386499999091, 5.966806299999007, 3.823449100000289, 3.72049270000025]
[1000000, 6.113986799999111, 7.104630599998927, 4.491180200000599, 4.387020899999698]
