[10000, 0.03071300000010524, 0.014217699999790057, 0.02804920000016864, 0.023399699999572476]
[20000, 0.0722475000002305, 0.031480999999985215, 0.05928470000071684, 0.0499617000004946]
[30000, 0.1064064000001963, 0.04922029999943334, 0.09571140000116429, 0.08989070000097854]
[40000, 0.14889270000094257, 0.06839820000095642, 0.1256200000007084, 0.10953650000010384]
[50000, 0.19093160000011267, 0.08980640000118001, 0.16251790000023902, 0.14016929999888816]
[60000, 0.2419239999999263, 0.11434270000063407, 0.19731950000095821, 0.18185600000106206]
[70000, 0.28714659999968717, 0.1352307999986806, 0.24156650000077207, 0.20183299999916926]
[80000, 0.3280733000010514, 0.17515420000017912, 0.27839119999953255, 0.23933729999953357]
[90000, 0.40330529999846476, 0.1966532999995252, 0.30708059999960824, 0.27377420000084385]
[100000, 0.4281695000008767, 0.21425660000022617, 0.357542800000374, 0.31250879999970493]
[200000, 0.9552382000001671, 0.5327785999998014, 0.7408251000015298, 0.7046881000005669]
[300000, 1.5987172000004648, 0.9945805999996082, 1.1942834999990737, 1.073971800000436]
[400000, 2.200030300000435, 1.5157892999995966, 1.6005005999995774, 1.5270294999991165]
[500000, 2.771981899999446, 2.1657878999994864, 2.0851762000002054, 2.0463260999986232]
[600000, 3.44439710000006, 2.864975399999821, 2.501364100000501, 2.2920814999997674]
[700000, 3.9562746999999945, 3.6664654000014707, 2.8875303999993776, 2.7245255000016186]
[800000, 4.621060199999192, 4.635416899998745, 3.350720899999942, 3.2669960000002902]
[900000, 5.535396299999775, 5.8525630999993155, 3.9034871000003477, 3.7815313000010065]
[1000000, 5.973776799999541, 6.910757800000283, 4.324568800000634, 4.334680100000696]
