[10000, 0.03144650000103866, 0.01375940000070841, 0.027868999999554944, 0.02230989999952726]
[20000, 0.06857160000072327, 0.030535699999745702, 0.058733800000482006, 0.04867680000097607]
[30000, 0.1096653000004153, 0.04887330000019574, 0.09306990000004589, 0.08345550000012736]
[40000, 0.15517710000131046, 0.06923830000050657, 0.13188550000086252, 0.1055700999986584]
[50000, 0.19346829999994952, 0.0998952999998437, 0.16188030000012077, 0.14192739999998594]
[60000, 0.23453189999963797, 0.11636490000091726, 0.19761010000001988, 0.18011999999907857]
[70000, 0.2942222999990918, 0.1478278999984468, 0.24686470000051486, 0.20088380000015604]
[80000, 0.3332652999997663, 0.1639248999999836, 0.26902719999998226, 0.2372417000005953]
[90000, 0.3932304000009026, 0.18813779999982216, 0.3161997999995947, 0.289271199999348]
[100000, 0.44954370000050403, 0.21554859999923792, 0.34231460000046354, 0.32454969999889727]
[200000, 0.9251157000016974, 0.5467456999995193, 0.7328403999999864, 0.702682700000878]
[300000, 1.5818593000003602, 0.995236599999771, 1.176906599999711, 1.044131099999504]
[400000, 2.0936354999994364, 1.5282256999998935, 1.5460887999997794, 1.5009050000007846]
[500000, 2.767794400000639, 2.2333916000006866, 2.112783300000956, 2.04444119999971]
[600000, 3.4187507000006008, 3.075090000000273, 2.63273670000126, 2.3719488000006095]
[700000, 4.106469399999696, 4.289351199999146, 3.2768882000000303, 3.0290261000009195]
[800000, 4.81333529999938, 4.92654229999971, 3.4151364999997895, 3.4463003000000754]
[900000, 5.742117799998596, 6.214123699999618, 3.9522726999985025, 3.8448841999997967]
[1000000, 6.125304799999867, 7.690111200001411, 4.564889299999777, 4.595005400000446]
